text,TARGET,dialogue_id,turn_id,type,source
"Blacks and civilisation are incompatible. You can have a thriving society or you can have diversity, you can’t have both.",POC,42,0,HS,dialo_gold
"I have to disagree. Some of our brightest thinkers, visionaries, inventors, scientists etc are black people. It's ignorant to dismiss the black excellence that is so influential in our society.",POC,42,1,CN,dialo_gold
"Oh yeah, like who?",POC,42,2,HS,dialo_gold
"Martin Luther King, Angela Davis, Madam C. J. Walker, Maya Angelou... need I go on?",POC,42,3,CN,dialo_gold
"I’ve never met a happy gay person. It’s a miserable, perverted lifestyle. Those people need help.",LGBT+,43,0,HS,dialo_gold
"I know plenty of happy people in the LGBT community, what can make people miserable is the homophobia they have to face!",LGBT+,43,1,CN,dialo_gold
"People who take that route in life have mental issues, I doubt homophobia is the reason they're miserable since our society is so 'woke' now.",LGBT+,43,2,HS,dialo_gold
"Your views about gay people are proof themselves that homophobia is still prevalent today. You don't have to understand other peoples identities, but respecting them costs nothing.",LGBT+,43,3,CN,dialo_gold
"Ask yourself after millions of immigrants have entered the UK, many illegally",MIGRANTS,44,0,HS,dialo_gold
"Equating all these things to immigration seems illogical. Lots of changes have happened in the last 30 years socially, culturally, economically. Surely these things have more to do with the governments that have presided in this time and the economy? Not just immigration?",MIGRANTS,44,1,CN,dialo_gold
So you feel safe with all these rapists and criminals out on our streets?,MIGRANTS,44,2,HS,dialo_gold
"You can’t assume all crime in the UK is because of immigrants. Sure, some immigrants commit crimes, but so do some British people, maybe crime rates are much more to do with poverty and people lacking opportunities in life, rather than nationality or race?",MIGRANTS,44,3,CN,dialo_gold
"Pro-trans zealots view themselves as a virtuous and inclusive subset of ""progressive modernisers"". In reality, they are responsible for the growing social erasure of women. This cultural assault on women's rights is uncivilised and not to be tolerated.",LGBT+,45,0,HS,dialo_gold
"As a woman myself, I can tell you that trans people having rights doesn't affect my rights one bit. I'd say a bigger threat to women's rights are things like low conviction rates for sexual assault, domestic violence, etc.",LGBT+,45,1,CN,dialo_gold
When their rights trump or override women’s hard won rights then it is a problem. When it affects women's safe spaces then it’s a problem. There’s evidence to show that abuse of these rights are happening.,LGBT+,45,2,HS,dialo_gold
"Okay, what rights are they infringing on, and what evidence? Trans people don’t want to cause problems for women, they just want to get on with their lives like anyone else.",LGBT+,45,3,CN,dialo_gold
"Everywhere you look on tv now, white people are being erased. Every advert has mixed race families, openly promoting miscegenation, no white men anywhere. This is all part of their plan to decimate the white race.",POC,46,0,HS,dialo_gold
"There are so many white people on tv, if you think there isn't you're obviously not paying attention!",POC,46,1,CN,dialo_gold
"There’s so many more black and Asian people on tv now, it’s ridiculous, this is what they’re trying to make us think is ‘normal’.",POC,46,2,HS,dialo_gold
"Just because there is more representation of ethnic minorities doesn’t mean there’s no white people, it’s just more proportional now. Other people being represented doesn’t mean white people are being ‘erased’ or ‘oppressed’, it just means the industry is more representative of what society actually looks like.",POC,46,3,CN,dialo_gold
"Hundreds of Muslim men, all of fighting age, arriving in boats every day. This is what invasion looks like, we must be ready to fight back.",MUSLIMS,47,0,HS,dialo_gold
"What does 'of fighting age' mean? They're not here to fight, they're here because they want a peaceful life and many are fleeing war, persecution, or hardship.",MUSLIMS,47,1,CN,dialo_gold
With the amount of them coming over they would have a lot of manpower if they came together to take over the country.,MUSLIMS,47,2,HS,dialo_gold
"That's ridiculous though, people seeking asylum or migrating here aren't all conspiring together to 'take over', sounds like you've been reading one too many conspiracy theories...",MUSLIMS,47,3,CN,dialo_gold
"The more diverse a community the less people volunteer, vote, give to charity, and trust each other. This is why blacks are incompatible with our civilisation.",POC,48,0,HS,dialo_gold
Where is this from and is it generalisable at all?,POC,48,1,CN,dialo_gold
"I read it on an academic blog, the article makes some good points about the advantages of homogenous racial communities.",POC,48,2,HS,dialo_gold
"I'd encourage you to be critical of using blogs as sources for information, it could be biased or unreliable. Maybe the reason the article came to this conclusion is because more diverse communities are likely to be poorer because of economic inequalities faced by minorities?",POC,48,3,CN,dialo_gold
Why would that make a difference?,POC,48,4,HS,dialo_gold
"Well maybe economic hardship is the reason why people in these communities volunteer, vote, and give less, because they don't have the time or resources to.",POC,48,5,CN,dialo_gold
Just read an article that explained how the Jewish elite use their positions of power to control us!,JEWS,49,0,HS,dialo_gold
Where did you read this article? Are you sure it's from a source you can trust?,JEWS,49,1,CN,dialo_gold
"It's from a website I get a lot of my news from, I would say it's pretty trustworthy.",JEWS,49,2,HS,dialo_gold
"Please read with a critical eye, you can't trust everything on the internet! This sounds like a source with an agenda, of course people in positions of power can exploit their status but the fact that the article suggests it's because they're Jewish makes me think the writer has an agenda. Maybe see if this story is being reported by any other sources too.",JEWS,49,3,CN,dialo_gold
"Just seen a story about a park in Manchester where Muslims are banning people from walking their dogs because it offends them!!! Trying to enforce sharia law, it's time we take our country back!!",MUSLIMS,50,0,HS,dialo_gold
This is actually fake news! There's a website which shows the posters put up in the park to 'ban' dog walking were put there by people trying to stir up hate against the Muslim community. Don't believe everything you read!,MUSLIMS,50,1,CN,dialo_gold
Are you sure? Sounds like something Muslims would do.,MUSLIMS,50,2,HS,dialo_gold
"Yep, here's the source showing how it was planned. A good way to check if something is real in the future is to cross reference it with other news sites, to see if other sites with different perspectives have reported on the same stories.",MUSLIMS,50,3,CN,dialo_gold
Just seen an article exposing how the trans agenda is targeting children and trying to get them to become trannies! This is madness!,LGBT+,51,0,HS,dialo_gold
Where did you read this? Are you sure it's from a reliable source? This sounds like inflammatory fake news.,LGBT+,51,1,CN,dialo_gold
"The article talked about how they want children to come to Pride, probably so they can indoctrinate them!",LGBT+,51,2,HS,dialo_gold
It sounds like you're twisting a news story about Pride being family friendly into something that it's not. Be careful how you relay news that you have read. It can be taken out of context quite easily!,LGBT+,51,3,CN,dialo_gold
Has anyone read all the stuff about the Jewish paedophile ring that controls our country? Can't believe some people think jews are 'persecuted'...,JEWS,52,0,HS,dialo_gold
Where did you read this? This sounds like it could be harmful misinformation spread to encourage hate towards Jewish people,JEWS,52,1,CN,dialo_gold
"There's a blog that posts a lot about it, you should check it out, it's insane what's going on...",JEWS,52,2,HS,dialo_gold
"Be careful when getting your news from 'blogs', they can be very unreliable, and are somethings just one persons opinions or theories, some of which are not backed up by evidence!",JEWS,52,3,CN,dialo_gold
"Have you heard about all the benefits migrants get??? 4 star hotels, hot meals, free prescriptions, all while the British public are given NOTHING. This is so unfair, what happened to helping your own first?",MIGRANTS,53,0,HS,dialo_gold
"Migrants actually don't get given a lot by the government, and asylum support benefits are much much lower than universal credit given to British citizens. They have to be put in hotels temporarily whilst they are processed.",MIGRANTS,53,1,CN,dialo_gold
"I don't know, looks like they're given everything on a plate...",MIGRANTS,53,2,HS,dialo_gold
"It's actually very tough surviving as a new migrant in the UK, especially if you are seeking asylum, living on £30-40 a week for all expenses, when the base rate for those on universal credit is around £110.",MIGRANTS,53,3,CN,dialo_gold
"Wow that's actually not a lot, but what about the other stuff, free healthcare and stuff when they've never paid in in their lives?",MIGRANTS,53,4,HS,dialo_gold
"A lot of migrants really want to contribute to our society, so they will pay into public funds as they start earning here, or might become job creators by starting businesses.",MIGRANTS,53,5,CN,dialo_gold
Just seen that a migrant family (Muslim of course) have been given a house worth 1 MILLION by the government because they have so many kids. FFS we can't keep paying for these people to live in luxury!!,MIGRANTS,54,0,HS,dialo_gold
"Knowing the way social housing works, that doesn't sound true, do you have a link to the article? I wonder if it's reliable...",MIGRANTS,54,1,CN,dialo_gold
"Yes here, makes me so angry that they just come over here expecting to be given everything and not work for it.",MIGRANTS,54,2,HS,dialo_gold
"This is fake news! This site is known to be a very biased and unreliable source. If you do a reverse image search on the picture of the family used, they are a stock photo! Don't believe everything you read.",MIGRANTS,54,3,CN,dialo_gold
Just seen a video on facebook about 'drag queen story time' where men dressed as women indoctrinate kids into thinking this is 'normal'. What is the world coming to?,LGBT+,55,0,HS,dialo_gold
"Drag queen story time is not trying to indoctrinate kids with anything, it's just a fun event and the kids like the drag queens because they're colourful and sparkly.",LGBT+,55,1,CN,dialo_gold
